Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance_(%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income,Stress_Level_(1-10)
S4697,Liam,Jones,student3697@univ.edu,Male,22,Business,51.03,70.24,62.48,64.54,61.69,92.9,55.77,63.216,D,32.1,Yes,No,Bachelor's,Medium,10
S4698,David,Williams,student3698@univ.edu,Female,25,Business,54.85,98.03,60.13,54.86,59.21,7.2,69.35,68.1645,C,6.4,Yes,No,High School,Low,8
S4699,Emma,Williams,student3699@univ.edu,Male,23,Engineering,64.53,79.7,99.59,64.77,87.28,1.5,69.69,84.0575,B,20.5,Yes,No,High School,Low,4
S4700,Sophia,Jones,student3700@univ.edu,Female,19,CS,82.99,94.3,99.13,71.41,89.0,82.3,90.31,91.1635,A,11.7,Yes,Yes,PhD,Low,7
S4701,Hassan,Anderson,student3701@univ.edu,Female,20,Business,54.93,50.73,51.39,98.2,88.85,38.7,73.44,67.206,C,16.5,No,Yes,Master's,Low,5
S4702,David,Davis,student3702@univ.edu,Male,20,Business,78.03,68.99,77.8,82.65,98.45,27.6,53.12,76.161,B,19.8,Yes,Yes,Bachelor's,Medium,1
S4703,Maria,Jones,student3703@univ.edu,Female,23,Mathematics,55.99,94.52,72.13,89.14,94.21,18.8,96.03,86.0565,A,18.5,No,No,PhD,High,2
S4704,Lucas,Taylor,student3704@univ.edu,Male,21,Data Science,60.58,59.36,49.26,66.28,74.89,34.6,68.66,60.5875,D,27.4,No,No,High School,High,5
S4705,Ali,Wilson,student3705@univ.edu,Male,20,Data Science,58.61,98.06,50.07,57.23,70.75,97.1,83.43,68.848,C,32.4,No,Yes,Bachelor's,Medium,7
S4706,John,Jones,student3706@univ.edu,Female,22,Data Science,53.36,45.82,99.36,62.84,95.79,97.7,83.37,80.24,B,14.0,No,No,None,High,7
S4707,Sara,Taylor,student3707@univ.edu,Male,23,Physics,83.57,94.16,67.16,62.82,80.56,33.2,52.82,71.768,C,5.7,No,Yes,Master's,Medium,9
S4708,Ali,Johnson,student3708@univ.edu,Female,22,Mathematics,73.17,66.71,47.55,79.16,64.72,96.4,50.18,59.0935,D,31.8,No,Yes,High School,Low,3
S4709,Maria,Miller,student3709@univ.edu,Male,23,Engineering,91.55,44.42,52.89,67.07,78.22,30.0,54.4,57.349,D,34.4,No,No,High School,Medium,4
S4710,Emma,Smith,student3710@univ.edu,Female,22,Physics,54.94,92.77,56.1,92.87,99.61,85.4,97.83,81.7355,B,18.0,Yes,Yes,PhD,High,3
S4711,Ahmed,Smith,student3711@univ.edu,Female,21,Mathematics,57.24,55.12,70.66,99.43,92.47,21.2,89.7,77.995,B,18.7,Yes,Yes,Master's,High,8
S4712,Zainab,Ahmed,student3712@univ.edu,Female,23,Business,65.32,41.34,60.13,67.16,64.06,82.6,56.6,57.4865,D,9.3,No,No,High School,High,9
S4713,Ahmed,Brown,student3713@univ.edu,Male,25,CS,88.29,48.15,67.3,85.25,97.65,35.4,80.74,72.731,C,19.3,Yes,No,High School,Medium,8
S4714,Fatima,Davis,student3714@univ.edu,Female,24,Physics,65.29,79.55,49.99,82.87,99.07,19.6,80.6,72.7875,C,14.1,Yes,Yes,High School,Medium,2
S4715,Maria,Wilson,student3715@univ.edu,Male,19,Physics,70.42,98.67,59.6,59.72,61.56,93.5,50.03,66.2905,C,34.8,No,Yes,PhD,Medium,10
S4716,Fatima,Miller,student3716@univ.edu,Male,21,Business,65.08,46.69,44.22,95.9,94.78,21.4,71.45,64.1345,D,10.5,No,No,High School,High,1
S4717,David,Miller,student3717@univ.edu,Male,22,Business,54.01,67.72,93.38,59.97,94.16,99.2,85.59,82.185,B,16.4,No,No,PhD,High,5
S4718,Sara,Johnson,student3718@univ.edu,Male,25,CS,96.97,50.84,51.93,86.85,51.99,10.9,59.34,58.0705,D,23.5,No,Yes,None,High,2
S4719,Omar,Jones,student3719@univ.edu,Male,23,Data Science,77.43,84.7,85.41,67.38,83.48,1.0,92.55,83.345,B,15.4,No,Yes,None,Low,3
S4720,Ali,Davis,student3720@univ.edu,Female,21,Physics,89.39,47.08,60.97,68.35,65.26,87.1,83.02,63.25,D,19.2,Yes,No,None,Medium,9
S4721,Omar,Williams,student3721@univ.edu,Male,22,Mathematics,82.92,54.39,68.46,72.77,83.73,58.7,50.35,65.8665,C,34.2,No,Yes,None,Medium,3
S4722,Emma,Miller,student3722@univ.edu,Female,18,Engineering,75.71,51.78,57.48,93.23,95.68,42.2,92.75,72.723,C,20.2,Yes,Yes,Bachelor's,High,1
S4723,David,Taylor,student3723@univ.edu,Female,18,Business,54.48,73.15,81.79,57.01,74.94,8.2,50.97,70.6945,C,32.3,Yes,No,Bachelor's,High,9
S4724,Liam,Williams,student3724@univ.edu,Male,20,Business,82.14,92.39,90.67,52.73,70.72,57.5,94.4,82.89,B,6.3,No,Yes,None,High,2
S4725,Ali,Brown,student3725@univ.edu,Female,19,Engineering,57.77,70.67,57.18,70.1,96.08,39.4,66.69,69.0775,C,8.6,No,No,None,High,10
S4726,Fatima,Jones,student3726@univ.edu,Female,18,Mathematics,70.72,43.49,54.53,52.78,98.71,48.4,84.93,63.2465,D,33.3,Yes,No,Master's,Low,6
S4727,Liam,Jones,student3727@univ.edu,Male,24,Business,81.46,73.8,80.89,84.38,53.11,63.0,89.37,77.1005,B,8.9,Yes,Yes,High School,High,7
S4728,John,Wilson,student3728@univ.edu,Female,22,Engineering,89.11,87.85,51.71,88.02,96.14,64.0,64.06,72.9015,C,27.1,Yes,No,Master's,High,9
S4729,Hassan,Miller,student3729@univ.edu,Male,21,Business,84.25,47.93,78.39,92.74,54.14,96.1,67.82,69.2275,C,18.4,No,No,Master's,High,8
S4730,Sara,Johnson,student3730@univ.edu,Male,23,Data Science,83.58,44.36,45.67,87.19,66.86,65.5,75.48,59.286,D,17.2,No,No,Master's,Medium,6
S4731,Hassan,Anderson,student3731@univ.edu,Male,21,Data Science,57.45,51.27,77.21,95.82,88.13,33.9,79.13,76.7395,B,24.8,Yes,Yes,Master's,Medium,4
S4732,Sara,Anderson,student3732@univ.edu,Female,20,Business,67.31,84.77,70.8,87.42,88.85,33.0,64.6,77.8645,B,26.8,No,No,Master's,High,4
S4733,Ahmed,Khan,student3733@univ.edu,Female,25,Business,52.15,75.5,46.83,96.8,86.29,47.7,99.62,73.897,C,33.0,No,Yes,Master's,Medium,4
S4734,Sophia,Smith,student3734@univ.edu,Female,21,Data Science,85.97,72.44,78.95,59.66,51.96,25.9,86.85,71.891,C,12.7,Yes,No,None,Low,10
S4735,Ali,Taylor,student3735@univ.edu,Female,18,Business,97.63,54.97,66.79,74.99,56.65,37.6,63.71,63.673,D,25.9,Yes,No,Master's,Low,2
S4736,Fatima,Williams,student3736@univ.edu,Male,21,Mathematics,63.21,59.93,53.03,99.7,96.81,84.2,82.02,72.326,C,15.3,No,No,Bachelor's,Low,7
S4737,Hassan,Khan,student3737@univ.edu,Male,18,Mathematics,54.38,97.95,61.2,84.08,54.07,86.0,71.77,72.498,C,26.5,No,No,High School,Low,1
S4738,Emma,Brown,student3738@univ.edu,Female,18,CS,73.78,54.44,69.53,93.93,53.93,62.8,93.02,71.3555,C,9.3,No,No,Bachelor's,Medium,5
S4739,Omar,Smith,student3739@univ.edu,Male,19,Mathematics,92.83,94.1,45.49,51.52,91.78,58.3,66.45,66.204,C,18.7,No,Yes,PhD,Medium,4
S4740,Zainab,Jones,student3740@univ.edu,Female,20,Physics,77.6,74.83,97.46,93.59,82.06,42.7,59.39,84.333,B,10.5,Yes,Yes,Bachelor's,High,2
S4741,Emma,Williams,student3741@univ.edu,Male,24,Physics,52.34,47.4,79.93,84.89,67.58,63.6,52.31,68.1725,C,15.1,Yes,No,PhD,Low,9
S4742,Liam,Davis,student3742@univ.edu,Male,24,Physics,98.71,68.04,46.15,58.54,58.29,80.6,99.22,62.168,D,26.5,No,No,None,Low,1
S4743,Liam,Miller,student3743@univ.edu,Male,22,Business,91.43,96.91,89.37,51.28,94.21,73.8,67.96,82.679,B,12.0,Yes,Yes,PhD,Medium,4
S4744,Hassan,Brown,student3744@univ.edu,Male,24,Business,56.58,65.11,59.35,63.0,99.43,3.5,61.03,67.3135,C,25.5,No,No,Master's,Low,6
S4745,Zainab,Davis,student3745@univ.edu,Male,18,Engineering,96.09,91.8,75.81,95.79,52.5,73.1,74.59,78.3255,B,19.9,Yes,No,Master's,Medium,4
S4746,Maria,Johnson,student3746@univ.edu,Female,23,Physics,72.53,55.39,56.63,83.41,77.71,72.0,64.58,64.7535,D,7.8,No,Yes,Master's,Medium,10
S4747,John,Khan,student3747@univ.edu,Female,20,Physics,68.59,74.26,84.0,95.97,63.07,9.9,61.65,77.3555,B,16.6,Yes,No,PhD,Low,10
S4748,Ali,Miller,student3748@univ.edu,Male,22,Mathematics,73.05,90.63,83.38,72.31,91.62,15.0,80.82,84.0215,B,31.1,Yes,Yes,PhD,High,4
S4749,Sara,Williams,student3749@univ.edu,Female,24,Data Science,91.73,95.24,73.12,96.83,67.3,78.8,53.74,77.3205,B,34.7,Yes,No,PhD,Medium,2
S4750,Lucas,Miller,student3750@univ.edu,Male,24,Data Science,82.97,69.15,54.46,73.15,85.73,55.9,75.45,68.0405,C,16.1,Yes,Yes,High School,Medium,10
S4751,Fatima,Smith,student3751@univ.edu,Male,23,CS,52.96,78.38,55.22,60.21,76.98,82.2,69.37,65.987,C,6.6,Yes,Yes,High School,Low,9
S4752,Emma,Wilson,student3752@univ.edu,Male,21,Engineering,97.88,40.18,62.97,57.57,77.08,18.5,76.63,61.7675,D,8.9,Yes,Yes,High School,Medium,9
S4753,Fatima,Smith,student3753@univ.edu,Male,20,Data Science,57.39,55.19,48.7,99.69,92.9,3.1,66.02,66.8745,C,28.6,No,Yes,Master's,High,1
S4754,Liam,Johnson,student3754@univ.edu,Female,23,CS,87.28,56.72,60.26,66.69,73.52,16.2,78.52,65.2445,C,24.7,No,No,None,Low,1
S4755,Sophia,Taylor,student3755@univ.edu,Male,24,Mathematics,81.81,45.61,81.06,58.0,92.28,45.3,54.09,68.1485,C,13.6,Yes,No,Bachelor's,Medium,8
S4756,Ahmed,Davis,student3756@univ.edu,Female,20,Engineering,59.38,56.78,89.85,50.42,68.17,52.3,68.81,70.9135,C,16.7,Yes,Yes,High School,Low,9
S4757,Omar,Ahmed,student3757@univ.edu,Male,20,Engineering,58.54,59.27,59.95,64.28,58.74,85.8,61.87,60.57,D,29.3,No,No,Bachelor's,High,3
S4758,John,Smith,student3758@univ.edu,Male,24,Physics,93.52,98.13,54.02,94.46,72.77,71.6,71.9,74.4025,C,17.4,Yes,No,High School,Low,3
S4759,Sophia,Wilson,student3759@univ.edu,Female,21,Business,70.98,80.12,89.96,76.7,74.92,99.0,69.92,80.741,B,27.7,Yes,No,PhD,High,2
S4760,John,Taylor,student3760@univ.edu,Male,21,Physics,82.73,65.56,93.44,81.62,73.92,7.9,81.56,81.381,B,13.9,No,No,PhD,Low,9
S4761,Maria,Smith,student3761@univ.edu,Male,24,Mathematics,75.2,99.28,64.6,96.12,90.42,13.0,81.44,82.663,B,26.7,Yes,Yes,Master's,High,2
S4762,Lucas,Jones,student3762@univ.edu,Female,20,Physics,86.37,49.19,41.61,75.64,78.23,8.4,70.67,58.0825,D,19.0,Yes,No,Master's,Low,7
S4763,Hassan,Wilson,student3763@univ.edu,Female,23,Engineering,73.96,68.56,81.7,91.91,94.42,53.8,59.08,79.1185,B,21.4,Yes,No,Bachelor's,Low,2
S4764,Hassan,Davis,student3764@univ.edu,Female,19,Physics,64.37,78.82,87.04,66.19,75.71,26.7,79.1,79.378,B,23.0,No,No,Master's,Medium,10
S4765,Liam,Brown,student3765@univ.edu,Male,18,CS,68.17,43.33,41.08,98.86,61.24,68.4,98.33,61.8085,D,18.5,Yes,No,None,Low,10
S4766,Ahmed,Anderson,student3766@univ.edu,Male,21,Physics,92.95,83.02,75.7,53.94,56.47,13.3,59.27,68.551,C,19.0,No,No,None,Medium,6
S4767,Zainab,Taylor,student3767@univ.edu,Female,24,Data Science,73.4,45.99,75.3,86.24,93.42,10.3,53.45,70.5195,C,13.0,Yes,Yes,None,High,3
S4768,Ali,Jones,student3768@univ.edu,Female,25,Mathematics,60.67,48.42,62.72,83.03,52.81,46.0,63.23,61.4965,D,34.6,No,No,Master's,High,1
S4769,Zainab,Ahmed,student3769@univ.edu,Male,19,Mathematics,96.73,49.58,84.99,59.58,55.88,37.6,70.65,67.579,C,32.2,Yes,No,High School,Low,6
S4770,Sophia,Brown,student3770@univ.edu,Male,21,Engineering,89.83,95.73,65.69,69.44,53.18,82.9,65.31,70.327,C,20.8,No,No,Bachelor's,Medium,2
S4771,John,Williams,student3771@univ.edu,Female,25,Physics,52.78,80.99,80.61,65.64,71.19,83.8,91.74,78.697,B,6.0,No,No,Bachelor's,Medium,7
S4772,Sara,Wilson,student3772@univ.edu,Female,20,Engineering,99.95,79.33,71.03,54.72,76.63,11.7,74.65,71.6265,C,10.1,No,Yes,Bachelor's,Low,9
S4773,Maria,Khan,student3773@univ.edu,Female,24,Engineering,84.75,73.33,54.91,79.24,50.99,81.2,62.31,62.7655,D,30.6,No,No,High School,Medium,1
S4774,Sara,Jones,student3774@univ.edu,Female,19,CS,58.01,57.57,76.39,99.68,75.78,56.4,97.51,79.196,B,32.9,Yes,No,Master's,Low,4
S4775,Ahmed,Miller,student3775@univ.edu,Male,24,Business,61.86,77.25,84.21,77.98,69.69,50.4,56.25,75.5115,B,9.8,No,Yes,High School,Low,5
S4776,Ali,Williams,student3776@univ.edu,Male,23,Engineering,84.62,64.61,98.43,77.26,88.68,9.5,56.15,80.686,B,27.0,No,No,PhD,Low,9
S4777,Ali,Williams,student3777@univ.edu,Male,23,Business,88.99,48.72,62.81,52.02,91.5,74.0,62.26,62.5945,D,23.7,No,Yes,High School,Medium,3
S4778,Sophia,Ahmed,student3778@univ.edu,Male,22,Business,61.95,81.38,43.87,56.96,84.25,6.0,53.84,60.888,D,14.1,Yes,No,Master's,Low,6
S4779,Fatima,Taylor,student3779@univ.edu,Female,18,Mathematics,62.85,47.77,99.28,75.66,73.67,27.8,87.58,79.8385,B,18.1,Yes,No,High School,High,5
S4780,Maria,Ahmed,student3780@univ.edu,Male,18,Data Science,65.36,51.44,77.43,99.26,60.81,9.5,65.64,71.245,C,25.3,Yes,Yes,Master's,Low,5
S4781,Ali,Wilson,student3781@univ.edu,Female,21,Data Science,79.9,89.06,96.79,93.83,92.36,53.1,86.49,92.5905,A,8.0,No,Yes,High School,Medium,2
S4782,Ali,Ahmed,student3782@univ.edu,Male,18,Physics,58.59,79.61,46.23,67.01,67.08,64.5,88.14,65.437,C,10.7,No,Yes,High School,Low,10
S4783,Sophia,Jones,student3783@univ.edu,Male,24,CS,55.21,77.86,60.52,77.15,67.81,89.1,61.88,67.78,C,6.0,No,No,Bachelor's,Low,5
S4784,Liam,Johnson,student3784@univ.edu,Male,24,CS,83.94,65.09,48.04,77.64,95.8,73.4,75.92,67.236,C,32.1,No,No,Bachelor's,High,3
S4785,David,Khan,student3785@univ.edu,Female,22,Data Science,88.95,63.78,90.13,84.27,98.78,96.1,75.98,83.156,B,22.2,Yes,No,Bachelor's,High,2
S4786,Maria,Jones,student3786@univ.edu,Male,25,Physics,75.05,81.42,92.82,84.39,94.91,76.1,93.57,89.7015,A,20.7,Yes,Yes,Master's,Medium,6
S4787,Sara,Ahmed,student3787@univ.edu,Female,23,Data Science,68.19,84.4,70.08,89.49,99.91,29.8,51.28,77.51,B,26.2,Yes,Yes,None,Low,1
S4788,Ahmed,Smith,student3788@univ.edu,Female,25,Physics,71.6,70.61,51.2,51.25,93.45,54.8,65.84,63.623,D,34.7,Yes,No,None,Low,6
S4789,Ali,Williams,student3789@univ.edu,Male,25,Physics,69.42,98.16,47.63,97.18,85.22,45.8,94.12,77.7805,B,10.2,No,No,None,High,8
S4790,Ali,Davis,student3790@univ.edu,Female,19,Physics,98.0,97.34,75.29,53.5,64.69,56.6,61.84,72.824,C,9.0,Yes,Yes,None,Low,3
S4791,Hassan,Williams,student3791@univ.edu,Male,19,Physics,88.4,64.75,70.38,73.81,97.65,57.2,56.84,71.828,C,13.8,No,Yes,Master's,Medium,10
S4792,Lucas,Williams,student3792@univ.edu,Female,23,Mathematics,60.4,89.24,81.69,95.98,93.83,70.2,78.81,86.7325,A,32.1,No,No,Bachelor's,High,7
S4793,Liam,Anderson,student3793@univ.edu,Male,20,Mathematics,69.21,72.6,58.31,74.38,62.04,8.3,65.29,65.185,C,17.3,Yes,No,Bachelor's,High,3
S4794,Ali,Khan,student3794@univ.edu,Female,23,Data Science,77.2,70.71,64.14,53.18,74.46,74.7,73.36,66.741,C,28.8,Yes,No,Bachelor's,Medium,6
S4795,David,Khan,student3795@univ.edu,Female,19,Physics,80.65,43.3,41.28,61.46,53.5,14.4,91.0,54.002,F,11.1,Yes,No,Master's,Low,7
S4796,Lucas,Miller,student3796@univ.edu,Male,25,Engineering,73.41,74.44,76.61,78.93,97.67,2.6,76.03,79.596,B,19.8,No,Yes,High School,Medium,3
S4797,Hassan,Ahmed,student3797@univ.edu,Male,21,Physics,90.51,94.03,65.39,54.39,78.64,51.9,75.79,73.0155,C,8.8,Yes,No,PhD,High,5
S4798,Omar,Johnson,student3798@univ.edu,Male,22,Engineering,88.38,86.81,95.19,71.18,62.26,58.1,63.91,80.281,B,17.4,Yes,Yes,Master's,High,3
S4799,Liam,Brown,student3799@univ.edu,Male,25,Mathematics,75.26,87.18,78.51,66.45,64.62,3.5,89.64,78.021,B,12.9,No,No,High School,Medium,4
S4800,Ahmed,Khan,student3800@univ.edu,Female,23,Physics,92.72,49.6,63.92,90.76,99.03,51.5,86.99,73.809,C,21.5,No,No,Bachelor's,High,5
S4801,John,Ahmed,student3801@univ.edu,Female,20,Business,87.55,61.51,55.82,55.51,80.78,53.5,61.71,61.539,D,28.4,Yes,No,Bachelor's,Low,7
S4802,Maria,Brown,student3802@univ.edu,Female,25,Data Science,88.93,53.99,94.32,84.14,71.03,5.2,66.0,76.9855,B,33.2,Yes,Yes,None,High,4
S4803,Sophia,Khan,student3803@univ.edu,Female,21,Physics,97.82,58.95,40.98,70.33,74.99,71.2,89.43,61.3455,D,13.5,No,No,None,Medium,4
S4804,Ahmed,Miller,student3804@univ.edu,Male,23,CS,63.32,74.77,59.61,79.39,54.93,21.0,67.89,66.149,C,27.3,Yes,Yes,High School,Medium,2
S4805,Maria,Williams,student3805@univ.edu,Female,21,Engineering,63.38,61.89,96.61,60.28,53.75,79.4,70.18,73.823,C,31.6,No,No,PhD,High,5
S4806,Lucas,Brown,student3806@univ.edu,Male,25,Physics,94.45,73.64,79.24,80.49,79.64,31.1,68.22,76.7145,B,8.7,No,No,High School,Medium,3
S4807,Fatima,Ahmed,student3807@univ.edu,Female,23,Business,88.61,66.31,71.96,83.7,75.6,47.8,58.08,71.055,C,22.6,No,Yes,High School,Medium,4
S4808,Sophia,Wilson,student3808@univ.edu,Male,21,Engineering,96.33,57.2,52.21,53.51,67.96,89.2,67.04,57.99,D,23.4,No,No,PhD,Low,8
S4809,Emma,Johnson,student3809@univ.edu,Male,24,Business,53.16,45.72,90.0,91.22,78.31,80.6,90.15,79.596,B,13.2,No,Yes,High School,High,4
S4810,Sara,Brown,student3810@univ.edu,Male,18,Data Science,81.39,93.51,52.25,93.06,53.63,78.2,74.55,70.1755,C,5.7,Yes,Yes,High School,Low,6
S4811,Omar,Miller,student3811@univ.edu,Male,21,Data Science,57.23,40.68,54.9,53.18,97.2,16.0,72.91,60.8445,D,12.7,Yes,Yes,Master's,Medium,3
S4812,Liam,Smith,student3812@univ.edu,Male,24,Data Science,75.19,40.1,51.51,80.16,64.69,4.8,57.82,56.449,D,22.5,No,No,PhD,Medium,1
S4813,Ali,Brown,student3813@univ.edu,Female,25,Mathematics,57.79,89.61,49.49,79.7,53.59,60.6,58.88,64.069,D,10.9,No,No,Bachelor's,Low,4
S4814,Fatima,Ahmed,student3814@univ.edu,Male,18,Business,56.4,99.81,97.2,50.62,58.48,41.1,52.15,78.1695,B,13.6,Yes,Yes,None,High,6
S4815,Hassan,Johnson,student3815@univ.edu,Female,19,Physics,50.61,83.63,76.12,67.12,54.77,90.9,50.7,69.2565,C,26.2,Yes,No,Bachelor's,Medium,9
S4816,Fatima,Khan,student3816@univ.edu,Female,18,CS,81.51,40.92,78.27,98.45,58.93,35.0,74.4,70.3455,C,16.9,No,No,Bachelor's,Medium,5
S4817,Ahmed,Taylor,student3817@univ.edu,Male,21,CS,67.95,53.6,97.26,77.77,70.84,41.1,70.46,77.6215,B,7.0,No,No,None,Medium,7
S4818,Omar,Khan,student3818@univ.edu,Female,22,Data Science,55.26,98.31,53.83,96.66,86.9,52.6,63.77,75.602,B,17.0,No,Yes,None,High,1
S4819,John,Taylor,student3819@univ.edu,Female,22,CS,66.14,88.52,40.36,83.78,63.62,79.6,99.5,68.865,C,35.0,No,Yes,High School,Low,8
S4820,Zainab,Wilson,student3820@univ.edu,Female,19,Engineering,58.45,74.01,75.93,51.42,71.8,26.8,69.9,70.3455,C,12.8,Yes,No,PhD,Low,4
S4821,Maria,Jones,student3821@univ.edu,Male,21,Business,97.08,54.21,70.47,53.89,96.44,94.2,89.44,71.472,C,13.0,Yes,Yes,None,High,8
S4822,Maria,Jones,student3822@univ.edu,Male,18,Business,66.0,40.86,68.66,86.11,64.79,54.0,60.53,63.9175,D,10.1,Yes,No,PhD,Medium,9
S4823,Ahmed,Brown,student3823@univ.edu,Male,22,Business,66.7,41.25,43.71,77.73,89.74,84.1,62.35,58.0215,D,13.1,No,No,High School,Medium,3
S4824,David,Davis,student3824@univ.edu,Male,23,Engineering,91.99,76.72,67.27,56.36,57.89,52.6,78.42,67.789,C,22.2,Yes,No,Bachelor's,High,4
S4825,David,Ahmed,student3825@univ.edu,Female,20,Physics,82.39,41.31,57.25,80.7,58.92,77.2,50.2,56.7725,D,33.9,No,No,None,Medium,6
S4826,Ali,Smith,student3826@univ.edu,Female,21,Mathematics,85.51,99.62,56.47,90.51,72.81,5.1,50.87,71.817,C,23.2,No,No,None,Low,3
S4827,Emma,Miller,student3827@univ.edu,Female,24,Engineering,81.8,51.0,53.34,87.65,61.71,79.9,57.11,59.8395,D,17.3,Yes,No,High School,Low,9
S4828,Sara,Smith,student3828@univ.edu,Female,24,Business,97.31,82.64,59.95,62.31,95.15,52.4,61.16,70.3035,C,16.7,No,Yes,PhD,Medium,3
S4829,Sophia,Taylor,student3829@univ.edu,Female,23,Business,60.35,49.3,61.19,62.91,52.54,44.9,76.39,60.0525,D,5.7,No,No,PhD,High,7
S4830,John,Ahmed,student3830@univ.edu,Female,23,Business,99.45,72.41,58.53,98.39,79.86,11.2,84.31,74.3515,C,5.1,Yes,Yes,Master's,High,7
S4831,Ali,Ahmed,student3831@univ.edu,Male,21,Physics,91.55,44.84,98.73,94.37,80.21,74.2,65.59,79.549,B,28.9,No,Yes,Bachelor's,Medium,5
S4832,Omar,Brown,student3832@univ.edu,Female,20,CS,79.45,86.01,95.96,65.92,53.3,13.1,61.95,77.9635,B,19.7,No,No,Master's,Medium,6
S4833,David,Khan,student3833@univ.edu,Female,22,Mathematics,83.12,75.1,74.47,91.2,86.63,19.2,91.14,81.43,B,6.0,Yes,Yes,PhD,Medium,1
S4834,Emma,Johnson,student3834@univ.edu,Female,20,Engineering,82.44,45.17,98.86,58.09,73.44,12.6,58.14,72.0855,C,13.6,No,No,Master's,High,3
S4835,Emma,Miller,student3835@univ.edu,Male,19,Business,52.92,90.92,99.47,59.84,86.15,0.7,83.92,87.485,A,15.7,No,Yes,PhD,High,3
S4836,Ahmed,Smith,student3836@univ.edu,Female,18,Data Science,60.9,72.82,61.36,59.06,91.35,66.2,96.57,73.087,C,28.5,Yes,No,None,High,2
S4837,John,Johnson,student3837@univ.edu,Female,18,Mathematics,98.07,95.3,66.71,54.39,66.14,27.1,61.61,69.7295,C,18.0,No,No,High School,Medium,1
S4838,Lucas,Miller,student3838@univ.edu,Male,23,Data Science,76.72,95.0,97.54,92.73,74.22,14.9,54.35,86.334,A,28.7,Yes,Yes,Master's,High,9
S4839,Sophia,Smith,student3839@univ.edu,Female,22,Mathematics,68.92,95.23,76.52,78.94,63.04,32.0,98.99,81.9735,B,24.0,No,No,None,High,4
S4840,Sara,Wilson,student3840@univ.edu,Male,20,Business,88.1,44.67,52.78,62.95,60.08,49.9,63.54,55.3925,D,6.0,No,No,None,Low,8
S4841,Liam,Taylor,student3841@univ.edu,Male,23,Mathematics,76.23,47.26,81.36,92.43,50.03,50.3,63.78,68.864,C,34.1,Yes,Yes,High School,Medium,7
S4842,Ahmed,Williams,student3842@univ.edu,Female,21,Mathematics,50.66,99.26,52.34,90.13,98.18,36.7,74.19,77.546,B,10.4,Yes,No,High School,Low,6
S4843,Sophia,Miller,student3843@univ.edu,Female,23,Business,86.81,69.26,60.36,55.05,72.05,49.5,61.55,63.2755,D,13.3,No,Yes,None,High,1
S4844,Liam,Taylor,student3844@univ.edu,Male,21,Physics,86.61,54.29,53.65,82.21,50.65,42.7,99.64,64.5105,D,29.3,No,No,None,Low,3
S4845,Liam,Ahmed,student3845@univ.edu,Female,21,Data Science,58.26,86.18,54.7,86.09,50.45,82.3,52.15,64.6845,D,10.7,No,No,Master's,Low,5
S4846,Hassan,Anderson,student3846@univ.edu,Female,19,Physics,97.83,55.86,40.28,85.79,64.42,3.0,72.57,58.687,D,17.0,Yes,Yes,Master's,Medium,1
S4847,John,Davis,student3847@univ.edu,Male,19,Data Science,61.2,83.63,92.84,86.16,50.7,86.8,77.42,81.362,B,30.9,Yes,No,Bachelor's,Low,1
S4848,Hassan,Ahmed,student3848@univ.edu,Male,21,CS,72.89,90.24,57.76,58.47,68.73,24.4,73.35,68.3465,C,24.1,No,Yes,Bachelor's,Medium,10
S4849,John,Brown,student3849@univ.edu,Female,25,Data Science,55.74,87.06,45.18,65.75,53.15,72.2,76.03,62.4645,D,14.1,Yes,Yes,None,Low,9
S4850,Ali,Anderson,student3850@univ.edu,Male,22,Data Science,80.16,56.44,45.22,92.21,51.96,40.5,99.38,63.6475,D,24.3,No,Yes,Bachelor's,Low,1
S4851,Omar,Johnson,student3851@univ.edu,Female,19,Mathematics,68.77,64.1,73.36,94.92,83.47,29.4,93.85,79.332,B,29.4,Yes,No,None,High,4
S4852,Emma,Ahmed,student3852@univ.edu,Female,19,CS,67.66,64.8,99.58,63.96,95.34,61.5,65.42,81.521,B,17.1,No,Yes,High School,Medium,8
S4853,Sophia,Ahmed,student3853@univ.edu,Female,18,Business,91.35,69.48,48.7,51.15,70.47,76.9,77.57,60.8195,D,22.2,Yes,Yes,High School,High,9
S4854,Ahmed,Miller,student3854@univ.edu,Female,23,Business,50.48,50.04,45.98,92.99,91.84,45.0,50.02,61.3285,D,34.6,Yes,No,Master's,High,6
S4855,Ali,Brown,student3855@univ.edu,Male,18,Engineering,89.9,67.15,66.3,68.85,51.46,46.7,70.48,65.2535,C,33.9,No,Yes,PhD,Medium,8
S4856,Zainab,Brown,student3856@univ.edu,Female,22,CS,78.57,70.65,73.8,66.47,88.88,5.9,58.19,71.991,C,20.3,No,No,None,Medium,6
S4857,Maria,Anderson,student3857@univ.edu,Male,19,Mathematics,99.3,71.9,57.66,67.35,53.14,92.4,85.57,65.47,C,7.9,No,Yes,Master's,Medium,8
S4858,Ahmed,Ahmed,student3858@univ.edu,Female,24,Engineering,79.47,89.19,58.15,70.78,91.92,84.7,61.05,71.753,C,26.0,No,No,Bachelor's,Medium,7
